"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"65","MONOV INFLUENZA A (D1)","YF VAX (D4-7)",50,270,94,2275,941,"APOBEC3A,APOBEC3B,FPR2,GBP5,HERC5,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IL1RN,ISG15,LILRB2,MAFB,MPEG1,MX1,NMI,OAS1,OAS2,OAS3,OASL,PARP9,PLSCR1,PSMB9,SERPING1,SRC,TAP1,TMEM106A,TNFSF10,TNFSF13B,SMAD6,CTNNBIP1,CX3CR1,HMOX1,IFITM1,ISG20,USP18,IFIT5,SAMD9,CD74,RIGI,DHX58,EIF2AK2,IRF9,PSME1,TRIM21,TRIM22",2.2,5.31,1.73330399409295e-56,2.98672391184988e-56
"66","MONOV INFLUENZA A (D1)","STAMARIL (D10)",67,253,43,2275,857,"AIM2,BATF2,CASP1,CCR1,CD38,CTSL,DDX60,GBP1,GBP2,GBP5,GCH1,HERC5,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL15,IL1RN,IRF7,ISG15,MX1,NMI,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PLSCR1,RSAD2,SERPING1,SRC,STAT1,STAT2,TAP1,TNFSF10,TRAFD1,IL1R2,FCER1A,CX3CR1,IFITM1,TAP2,ZBP1,APOBEC3F,IFIT5,PML,BST2,CEACAM1,RIGI,DHX58,EIF2AK2,IFI16,IRF9,MICB,NUB1,SOCS1,TRIM21,TRIM22,TRIM38,TRIM5,ZC3HAV1",2.95,7.82,4.87702096607148e-26,2.93071512901964e-26
"67","MONOV INFLUENZA A (D1)","STAMARIL (D14)",2,318,15,2275,137,"CD38,RBM47",0.09,1.46,3.25458862916594e-24,1.82856827088313e-24
"68","MONOV INFLUENZA A (D1)","STAMARIL (D28)",5,315,10,2275,154,"FCER1G,IL1RN,MX1,OASL,IRF9",0.22,3.25,8.16540129224195e-16,3.18963442855709e-16
"69","MONOV INFLUENZA A (D1)","STAMARIL (D3)",76,244,45,2275,997,"AIM2,APOBEC3A,BCL6,SCIMP,C1QA,C1QB,C3AR1,CASP1,CCR1,CDKN1A,CTSL,DDX60,FCER1G,FCN1,FFAR2,GBP1,HERC5,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL1RN,IRF7,ISG15,LILRB1,MAFB,MARCO,MX1,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PLSCR1,RBM47,RSAD2,SERPING1,SRC,STAT1,STAT2,TAP1,TNFSF10,TNFSF13B,TRAFD1,CX3CR1,HMOX1,NRROS,IFITM1,TAP2,ZBP1,APOBEC3F,IFIT5,BST2,CEACAM1,RIGI,DHX58,EIF2AK2,IFI16,IRF9,MICB,NUB1,PSME1,RBCK1,RHBDF2,TRIM21,TRIM22,TRIM38,TRIM5,ZC3HAV1",3.34,7.62,3.61864202903018e-25,2.09372940116373e-25
"70","MONOV INFLUENZA A (D1)","STAMARIL (D60)",13,307,9,2275,238,"SCIMP,FCN1,IFI30,IL15,KYNU,NLRP3,NOD2,STAT2,TAP1,CD74,DHX58,MICB,NUB1",0.57,5.46,4.46333396789777e-12,1.4795721403634e-12
"71","MONOV INFLUENZA A (D1)","STAMARIL (D7)",98,222,78,2275,1374,"AIM2,APOBEC3A,BATF2,BCL6,SCIMP,C1QA,C1QB,C3AR1,CCR1,CD36,CD38,CDKN1A,CTSL,CXCL10,DDX60,FCER1G,FCN1,FFAR2,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,IDO1,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL15,IL1RN,IRF7,ISG15,KYNU,LAMP3,LILRB1,MAFB,MARCO,MX1,NLRP3,NMI,NOD2,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PLSCR1,RSAD2,S100A12,SERPING1,SRC,STAT1,STAT2,TAP1,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,IL1R2,CX3CR1,HMOX1,NRROS,IFITM1,ISG20,LDLR,TAP2,ZBP1,APOBEC3F,IFIT5,PML,BST2,CD74,CEACAM1,RIGI,DHX58,EIF2AK2,IFI16,IRF9,MICB,NUB1,PIK3AP1,PSME1,RBCK1,RHBDF2,SOCS1,TRIM21,TRIM22,TRIM38,TRIM5,ZC3HAV1",4.31,7.13,1.10723484159214e-33,8.5575808546725e-34
"72","MONOV INFLUENZA A (D1)","HPV-VLP (D0)",71,249,77,2275,1025,"APOBEC3B,APOL1,BATF3,C1QA,C2,CD38,CDKN1A,CXCL10,FCGR1A,FFAR2,FGL2,FPR2,GBP1,GCH1,HERC5,HLX,IDO1,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,IFITM3,IL15,IL15RA,IRF1,IRF7,ISG15,JAK2,LAMP3,MARCO,MNDA,MX1,NMI,OAS1,OAS2,OAS3,OASL,PLSCR1,PSMB9,NECTIN2,RGS1,SERPING1,SRC,TNFAIP6,TNFSF10,TRAFD1,GPRC5B,SMAD6,CD9,CFB,ENPP2,IFITM1,ISG20,TAP2,USP18,ZBP1,CCL2,IFIT5,PML,BST2,C5,RIGI,EIF2AK2,EZH2,RBCK1,SOCS1,SPHK1,TRIM21,EPAS1",3.12,6.93,6.30944493685638e-41,6.06118933949536e-41
"73","MONOV INFLUENZA A (D1)","MMR II (Y7)",185,135,287,2275,3035,"ADM,AIF1,AIM2,APOBEC3A,APOBEC3B,APOL1,BATF2,BATF3,BST1,C1QA,C2,CASP1,CCR1,CCR2,CCRL2,CD14,CD274,CD36,CD38,CDC42EP2,CDKN1A,CLEC5A,CTSL,CXCL10,DDX60,DTX3L,DUSP1,DYSF,FCGR1A,FCGR2A,FCGR2C,FCN1,FFAR2,FOS,FPR1,GBP1,GBP2,GBP4,GBP5,GCH1,HCAR2,HERC5,HLX,ICAM1,IDO1,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL15,IL15RA,IL1RN,IL27,IL4I1,IRF1,IRF7,ISG15,JAK2,LAMP3,LILRA1,LILRA3,LILRA5,LILRA6,LILRB2,LILRB4,LILRB5,LYN,LYZ,MEFV,MPEG1,MX1,NCF1,NFAM1,NLRC4,NMI,NOD2,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PLSCR1,PRLR,PSMB9,NECTIN2,RAB20,RGS1,RSAD2,S100A12,S100A8,S100A9,SECTM1,SERPING1,SLAMF8,SLC46A2,SRC,STAT1,STAT2,TAP1,TLR2,TMEM106A,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,ANGPT1,CEBPA,PTGDR2,GPRC5B,IL1R1,SMAD6,COLEC12,CTSF,FCER1A,ADAM15,CD101,CD9,CTNNBIP1,CXCL6,RNF125,TESC,C1QC,CD40,CFB,DLL1,ENPP2,IFITM1,ISG20,RNF213,SLAMF7,TAP2,USP18,ZBP1,APOBEC3F,CCL2,FCGR2B,HLA-DOB,IFIT5,OPTN,PML,SAMD9,APOBEC3G,BAK1,BST2,C5,CEACAM1,RIGI,DHX58,EIF2AK2,FANCA,FCER2,GBP6,HLA-DMA,HLA-DMB,IRAK2,LIPA,CGAS,MDK,MICB,NOD1,NUB1,PDCD1LG2,PDE4B,RBCK1,RHBDF2,RIPK2,SERPINB9,SOCS1,SPHK1,TLR5,TMEM229B,TRIM21,TRIM22,TRIM38,TRIM5,TRIM6,WDFY1,CSF1",8.13,6.1,1.86002519649458e-45,2.07071504879068e-45
"74","MONOV INFLUENZA A (D1)","PREVNAR (M8)",7,313,13,2275,130,"CD274,FGL2,GBP4,GBP5,SERPING1,GBP6,IL18R1",0.31,5.38,9.88423216090008e-19,4.44152332476499e-19
"75","MONOV INFLUENZA A (D1)","PREVNAR (M9)",8,312,27,2275,214,"CD14,CD274,FGL2,GBP4,GBP5,SERPING1,GBP6,IL18R1",0.35,3.74,1.86529487975371e-33,1.42764987933337e-33
"76","MONOV INFLUENZA A (D1)","DRYVAX (M48)",6,314,17,2275,158,"CD14,MPEG1,S100A8,S100A9,CXCL6,PDCD1LG2",0.26,3.8,5.80297015593495e-24,3.23299726158461e-24
"77","MONOV INFLUENZA A (D1)","DRYVAX (M9-M34)",1,319,5,2275,80,"HERC5",0.04,1.25,2.0480506778835e-10,6.26402474171699e-11
"78","MONOV INFLUENZA A (D1)","BCG (W10)",52,268,92,2275,1065,"AIF1,APOL1,BATF3,C3AR1,CCR1,CD36,CD38,CLEC5A,CTSS,CXCL10,CXCL16,FGL2,FOS,GBP1,GBP2,GBP4,GBP5,IDO1,IFI30,IFI44L,IFIH1,IFIT3,IGSF6,IL1B,IL1RN,IRF1,ISG15,LAMP3,LTBR,LYZ,MNDA,MX1,NLRC4,OAS3,PARP9,PLA2G7,PSMB9,SLAMF8,STAT1,TNFAIP6,CEBPA,IL1R2,CD9,HMOX1,CXCL8,NRROS,BATF,IRF9,RIPK2,SOCS1,SPHK1,TRIM22",2.29,4.88,1.11751049592008e-54,1.80712598338853e-54
"79","MONOV INFLUENZA A (D1)","PPD (W10)",31,289,70,2275,724,"AIF1,CCR1,CD36,CTSS,FCN1,FGL2,GBP1,GBP2,GBP4,GBP5,IDO1,IFI30,IGSF6,IL1B,IL1RN,LAMP3,LYZ,MNDA,NLRC4,PARP9,SLAMF8,TNFAIP6,CEBPA,IL1R2,CD9,HMOX1,CXCL8,NRROS,BATF,RIPK2,SPHK1",1.36,4.28,3.54630676226446e-53,5.31877632095178e-53
"80","MONOV INFLUENZA A (D1)","TC-83 (D14)",23,297,99,2275,779,"DDX60,GBP1,GCH1,HERC5,IFI44,IFI44L,IFI6,IFIH1,IFIT1,ISG15,LYZ,OAS1,OAS2,OAS3,OASL,RSAD2,SLAMF7,TIFA,IFIT5,SAMD9,BTN3A3,ERAP2,TRIM22",1.01,2.95,2.87746776855218e-74,9.33022868664901e-74
"81","MONOV INFLUENZA A (D1)","TC-83 (D2)",60,260,14,2275,490,"APOBEC3A,BATF2,CD274,CXCL10,DDX60,GBP1,GBP4,GBP5,GCH1,HERC5,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IL1RN,IRF7,ISG15,LAMP3,MAFB,MX1,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PLSCR1,RSAD2,SERPING1,STAT1,STAT2,TNFAIP6,TNFSF10,TNFSF13B,FCER1A,CXCL8,IFITM1,ISG20,RNF213,USP18,ZBP1,CCL2,IFIT5,PML,SAMD9,BST2,CEACAM1,RIGI,EIF2AK2,IFI16,LIPA,NUB1,SOCS1,TRIM22,TRIM5,ZC3HAV1",2.64,12.24,2.43712610502055e-10,7.42880463881267e-11
"82","MONOV INFLUENZA A (D1)","TC-83 (D7)",41,279,9,2275,273,"CCR1,CXCL10,DDX60,GBP1,HERC5,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IL1RN,IRF7,ISG15,LAMP3,MAFB,MX1,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PLSCR1,RSAD2,SERPING1,STAT2,TNFAIP6,TNFSF10,IFITM1,RNF213,USP18,ZBP1,IFIT5,SAMD9,RIGI,EIF2AK2,TRIM22,TRIM5",1.8,15.02,2.24811775512158e-08,6.11787697324713e-09
"83","MONOV INFLUENZA A (D1)","MVA85A (D1)",5,315,4,2275,52,"CASP1,CXCL10,GBP5,IDO1,PARP9",0.22,9.62,2.79558917531098e-07,7.13224593801735e-08
"84","MONOV INFLUENZA A (D1)","MVA85A (D28)",6,314,2,2275,75,"CXCL10,GBP1,GBP4,IFI35,PARP9,STAT1",0.26,8,0.000541785182175268,0.000113876711801745
"85","MONOV INFLUENZA A (D1)","BBIBP (V3, D14)",1,319,6,2275,57,"FFAR2",0.04,1.75,4.3976548298112e-12,1.45933396800556e-12
"86","MONOV INFLUENZA A (D1)","BBIBP (V3, D28)",1,319,0,2275,11,"CXCL8",0.04,9.09,1,0.173737993497139
"87","MONOV INFLUENZA A (D1)","BNT (V1, D6)",0,320,2,2275,13,"",0,0,1.93494707919738e-05,4.4480079377377e-06
"88","MONOV INFLUENZA A (D1)","BNT (V2, D1)",91,229,23,2275,739,"AIM2,APOL1,BATF2,C1QA,C1QB,C2,CCRL2,CD274,CLEC6A,CTSL,CXCL10,DDX60,DTX3L,FCGR1A,FCGR1BP,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,IDO1,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL27,IL31RA,IRF1,IRF7,ISG15,LAMP3,MARCO,MX1,NMI,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PLSCR1,RSAD2,SECTM1,SERPING1,SLAMF8,STAT1,STAT2,TAP1,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRPV4,COLEC12,C1QC,CFB,ISG20,RNF213,TAP2,TIFA,USP18,ZBP1,CCL2,IFIT5,PML,SAMD9,BST2,CEACAM1,RIGI,DHX58,EIF2AK2,GBP6,IFI16,IRF9,NUB1,PDCD1LG2,RHBDF2,RIPK2,SOCS1,TRIM21,TRIM22,TRIM5,TRIM6,WDFY1",4,12.31,1.95111668683461e-12,6.58202004089561e-13
"89","MONOV INFLUENZA A (D1)","BNT (V3, D1)",102,218,37,2275,904,"AIM2,APOBEC3B,APOL1,BATF2,C1QA,C1QB,C2,C3AR1,CCRL2,CD274,CLEC6A,CTSL,CXCL10,DDX60,DTX3L,EGR3,FCGR1A,FCGR1BP,FFAR2,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,HP,ICAM1,IDO1,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL27,IL31RA,IL4I1,IRF1,IRF7,ISG15,LAMP3,MAFB,MARCO,MX1,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PLSCR1,PSMB9,NECTIN2,RAB20,RSAD2,SECTM1,SERPING1,SLAMF8,STAT1,STAT2,TAP1,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRPV4,COLEC12,C1QC,CFB,IFITM1,ISG20,RNF213,TAP2,TIFA,USP18,ZBP1,CCL2,IFIT5,PML,ANXA3,CEACAM1,RIGI,DHX58,EIF2AK2,FANCA,GBP6,IFI16,NUB1,PDCD1LG2,PIK3AP1,RHBDF2,RIPK2,SOCS1,TRIM22,TRIM5,TRIM6,WDFY1",4.48,11.28,2.4583578222891e-17,1.04229234547448e-17
"90","MONOV INFLUENZA A (D1)","BNT-I (D1)",22,298,139,2275,946,"ADAM9,BCL3,CD14,CLEC5A,CXCL16,DUSP1,EGR3,FCAR,ICAM1,KYNU,NFAM1,RGS1,TREM1,TRIB1,XKR8,IL1R2,SMAD6,CD2,ITGA9,CD22,FCER2,SPHK1",0.97,2.33,9.86556143893693e-95,6.38143891519882e-94
"91","MONOV INFLUENZA A (D1)","BNT-I (D10, mild)",134,186,507,2275,4349,"IL23R,ADAM9,ADM,AIM2,APOBEC3A,BATF2,BCL3,BCL6,BST1,C1QB,C3AR1,CASP1,CD274,CDKN1A,CLEC4D,CLEC4E,CXCL10,DDX60,DTX3L,DUSP3,DYSF,EXT1,FCER1G,FCGR1A,GBP1,GBP2,GCH1,HCK,HERC5,HLX,HP,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,IFITM3,IFNGR2,IL15,IL1RN,ISG15,JAK2,KYNU,LAMP3,LILRA5,LILRA6,LYN,MAFB,MX1,NLRP3,NMI,NOD2,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PLSCR1,PSMB9,RAB20,RBM47,RSAD2,S100A12,S100A8,S100A9,SERPING1,STAT2,TAP1,TLR2,TNFAIP6,TNFSF13B,TRAFD1,TRIB1,CEBPA,PTGDR2,IL1R1,IL1R2,MAP2K6,AZU1,CD2,CTSF,FCER1A,PLD4,CRTC3,CX3CR1,DCST1,HMOX1,PLCB1,RNF125,SPNS2,BATF,C1QC,CFB,DLL1,IFITM1,TIFA,USP18,ZBP1,ADARB1,CD1E,IFIT5,JAK3,PML,ANXA3,APOBEC3D,BAK1,BPI,CD22,CD59,CEACAM1,EIF2AK2,FANCA,FCER2,GBP6,IFI16,IRF9,PIK3AP1,POLB,PSMB8,PSME1,RBCK1,RHOH,RIPK2,TLR5,TRIM21,TRIM22,TRIM6,WDFY1,ZC3HAV1,CCR3",5.89,3.08,1.47382244415058e-97,1.08712748983685e-96
"92","MONOV INFLUENZA A (D1)","BNT-I (D10, severe)",157,163,498,2275,4499,"IL23R,ADAM9,ADM,AIM2,APOBEC3A,APOBEC3B,APOL1,BATF2,BCL3,BCL6,BST1,C1QA,C1QB,C2,C3AR1,CASP1,CCRL2,CD274,CD38,CLEC4D,CLEC4E,CLEC5A,CTSL,CXCL10,DDX60,DTX3L,DUSP1,DYSF,EGR3,EXT1,FCAR,FCER1G,FCGR1A,FZD5,GBP1,GBP2,GBP5,HERC5,HLX,HP,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IFNGR2,IL15,IL1RN,IL27,IRF7,ISG15,JAK2,LAMP3,LILRA5,LILRA6,LILRB3,MAFB,MX1,NLRC4,NMI,NOD2,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PKHD1L1,PLSCR1,PSMB9,RAB20,RBM47,RSAD2,S100A12,S100A8,S100A9,MSRB1,SERPING1,STAT1,STAT2,TAP1,TLR2,TLR4,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIB1,PTGDR2,GPRC5B,IL1R1,IL1R2,MAP2K6,SMAD6,AZU1,CD2,CTSF,FCER1A,ITGA9,PLD4,CX3CR1,DCST1,CXCL8,RNF125,BATF,C1QC,CD226,CD40,CFB,DLL1,ENPP2,IFITM1,RNF213,TIFA,USP18,ZBP1,ADARB1,CD1E,CLU,FCGR2B,IFIT5,JAK3,NR1D1,OPTN,PML,ANXA3,BAK1,BPI,C4BPA,C5,CD59,CEACAM1,DHX58,EIF2AK2,FCER2,GBP6,IFI16,IL18R1,PDCD1LG2,PIK3AP1,POLB,PSMB8,RBCK1,RIPK2,TLR5,TRIM21,TRIM22,TRIM6,WDFY1,ZC3HAV1,CSF1,EPAS1",6.9,3.49,1.00892637994709e-81,4.07883658181523e-81
"93","MONOV INFLUENZA A (D1)","BNT-I (D26, mild)",55,265,303,2275,2431,"ADAM9,ADM,AIF1,APOBEC3A,BCL3,BCL6,BST1,CLEC4D,CLEC5A,DUSP1,DUSP3,DYSF,FCER1G,HP,IFI30,IFNGR2,JAK2,LILRA3,LILRA5,LILRA6,LYN,MARCO,RBM47,S100A12,S100A8,S100A9,TLR2,TRIB1,CEBPA,IL1R1,IL1R2,MAP2K6,CD2,CTSF,ITGA9,PLD4,TESC,CD40,DLL1,ENPP2,PTK2,ADARB1,APOBEC3F,CCL2,JAK3,ANXA3,APOBEC3D,BPI,BTLA,BTN3A3,CD22,CD59,FCER2,TLR5,TMEM229B",2.42,2.26,3.287992138568e-121,6.91211479714898e-120
"94","MONOV INFLUENZA A (D1)","BNT-I (D26, severe)",12,308,67,2275,516,"S100A12,S100A8,S100A9,TLR2,TRIB1,XKR8,PLD4,CD40,NR1D1,BPI,HLA-DRB5,RIPK2",0.53,2.33,3.40110269760386e-63,7.51302890663616e-63
"95","MONOV INFLUENZA A (D1)","BNT-I (D3)",41,279,69,2275,679,"ADM,BCL3,BCL6,CLEC4D,CLEC4E,CLEC5A,CXCL16,DYSF,EGR3,FCAR,FCGR1A,FCGR2A,FPR1,GBP2,GBP5,HP,ICAM1,IRF1,LILRA5,RAB20,RGS1,S100A12,S100A8,S100A9,SECTM1,MSRB1,TLR2,TREM1,TRIB1,IL1R2,MAP2K6,JAK3,ANXA3,C4BPA,CD59,CEACAM1,FCER2,GBP6,HLA-DRB5,IL18R1,TLR5",1.8,6.04,5.72830808402453e-48,7.00808118744183e-48
"96","MONOV INFLUENZA A (D1)","BNT-I (D4)",1,319,21,2275,77,"PDE4B",0.04,1.3,1.3674306275124e-32,1.024223268525e-32
"97","MONOV INFLUENZA A (D1)","BNT-I-BNT (D51, mild)",9,311,58,2275,446,"TLR2,AZU1,ITGA9,CD40,PTK2,BPI,BTN3A3,CD22,FCER2",0.4,2.02,3.24492808619395e-59,6.22028960455437e-59
"98","MONOV INFLUENZA A (D1)","BNT-I-BNT (D51, severe)",1,319,14,2275,46,"FOS",0.04,2.17,8.01681757919548e-24,4.45066695035609e-24
"99","MONOV INFLUENZA A (D1)","BNT-MO (V3, D1)",124,196,71,2275,1281,"AIM2,APOBEC3A,APOBEC3B,APOL1,BATF2,C1QA,C1QB,C2,C3AR1,CASP1,CCR1,CCRL2,CD274,CDC42EP2,CLEC4G,CLEC6A,CXCL10,DDX60,DTX3L,DUSP1,EGR3,FCGR1A,FCGR1BP,FFAR2,FGL2,FOS,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,HP,ICAM1,IDO1,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL1B,IL1RN,IL27,IL31RA,IRF1,IRF7,ISG15,JAK2,LAMP3,LILRA5,LILRB5,MX1,NMI,NOD2,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PLSCR1,PSMB9,RAB20,RGS1,RSAD2,SECTM1,SERPING1,SLAMF8,STAT1,STAT2,TAP1,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIB1,TRPV4,DCST1,C1QC,GAS6,IFITM1,ISG20,RNF213,SUCNR1,TAP2,TIFA,USP18,ZBP1,CCL2,IFIT5,PML,SAMD9,BST2,CEACAM1,RIGI,DHX58,EIF2AK2,FANCA,GBP6,GPR65,IFI16,IRF9,MDK,MICB,NUB1,PDCD1LG2,PDE4B,PIK3AP1,POLB,RBCK1,RHBDF2,RIPK2,SOCS1,TRIM21,TRIM22,TRIM5,TRIM6,WDFY1",5.45,9.68,1.36159678857536e-25,8.01041764195156e-26
"100","MONOV INFLUENZA A (D1)","ChAd (V1, D3)",78,242,59,2275,995,"AIF1,AIM2,APOBEC3A,APOBEC3B,BATF2,BATF3,SCIMP,C1QA,C1QB,C2,C3AR1,CLEC6A,CTSL,CXCL10,DDX60,FCER1G,FCGR1A,FCN1,GBP1,GBP4,GBP5,HCAR2,IDO1,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIT1,IFIT3,IFITM3,IL15,IL27,IL31RA,IL4I1,IRF7,ISG15,LAMP3,LILRA5,LILRB1,LILRB4,LILRB5,MARCO,MX1,NLRC4,OAS1,OAS2,OAS3,OASL,PARP9,PLSCR1,PSMB9,RSAD2,SECTM1,SERPING1,SLAMF8,SRC,STAT1,TNFSF10,TRPV4,ANGPT1,CEBPA,IL1R1,IL1R2,COLEC12,CX3CR1,CXCL6,HMOX1,CXCL8,C1QC,CFB,IFITM1,USP18,CCL2,CD1E,C4BPA,PDCD1LG2,CCR3",3.43,7.84,3.7710069193058e-31,2.67972602536922e-31
"101","MONOV INFLUENZA A (D1)","ChAd (V1, D6)",0,320,85,2275,350,"",0,0,8.75817732812765e-90,4.5648844670431e-89
"102","MONOV INFLUENZA A (D1)","ChAd (V1, D7)",4,316,33,2275,272,"APOBEC3B,CD38,CXCL10,AZU1",0.18,1.47,2.2514577629153e-42,2.26643962912376e-42
"103","MONOV INFLUENZA A (D1)","ChAd (V2, D1)",95,225,49,2275,866,"AIM2,APOBEC3A,APOL1,BATF2,C1QB,C2,CASP1,CCR1,CD274,CDC42EP2,CLEC6A,CXCL10,DDX60,DTX3L,FCGR1A,FCGR1BP,FCGR2C,FFAR2,FGL2,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,IDO1,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL1RN,IL27,IL31RA,IRF7,ISG15,LAMP3,MARCO,MX1,NCF1,NMI,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PLSCR1,PRLR,RSAD2,SERPING1,SLAMF8,STAT1,STAT2,TAP1,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,C1QC,CFB,IFITM1,ISG20,RNF213,TAP2,USP18,ZBP1,CCL2,IFIT5,PML,SAMD9,BST2,CEACAM1,RIGI,DHX58,EIF2AK2,GBP6,IFI16,IRF9,MDK,NUB1,PDCD1LG2,RHBDF2,SOCS1,TRIM21,TRIM22,TRIM38,TRIM5,TRIM6,WDFY1",4.18,10.97,2.4830584659598e-23,1.35173741223249e-23
"104","MONOV INFLUENZA A (D1)","ChAd (V2, D3)",0,320,11,2275,47,"",0,0,9.03622200706254e-21,4.45920527503545e-21
"105","MONOV INFLUENZA A (D1)","ChAd (V2, D7)",0,320,1,2275,41,"",0,0,0.00311526479750779,0.000625999896169043
"106","MONOV INFLUENZA A (D1)","ChAd-BNT (V2, D3)",93,227,89,2275,1209,"AIM2,APOBEC3A,APOBEC3B,APOL1,BATF2,SCIMP,C1QB,C2,CD274,CD38,CDKN1A,CLEC4G,CLEC6A,CTSL,CXCL10,DDX60,DTX3L,DYSF,FCGR1A,FCGR2C,FGL2,FOS,FZD5,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,IDO1,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL1RN,IL27,IL31RA,IL4I1,IRF7,ISG15,JAK2,LAMP3,MARCO,MEFV,MX1,NCF1,NLRP3,NMI,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PLSCR1,PRLR,RSAD2,SECTM1,SERPING1,SLAMF8,STAT1,STAT2,TAP1,TMEM106A,TNFSF10,TNFSF13B,TRPV4,IL1R1,IL1R2,COLEC12,C1QC,CFB,ENPP2,RNF213,SUCNR1,USP18,ZBP1,CCL2,CLU,BST2,DHX58,EIF2AK2,GSDMD,IFI16,PDCD1LG2,TRIM22,TRIM5",4.09,7.69,6.45030650332606e-39,5.79901327564616e-39
"107","MONOV INFLUENZA A (D1)","ChAd-BNT (V2, D7)",34,286,83,2275,798,"ADM,APOBEC3B,BATF2,CCR1,CCRL2,CD38,CDC42EP2,CXCL10,EGR3,FCGR1A,FFAR2,FPR1,FPR2,HCAR2,ICAM1,IFIT1,IFIT2,IFIT3,IL1B,IL1RN,LILRB5,MAFB,P2RY12,RSAD2,SERPING1,TNFAIP6,TREM1,IL1R2,CXCL6,CXCL8,CCL2,CLU,MIR21,C4BPA",1.49,4.26,6.8401598821655e-59,1.2974063822109e-58
